index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,b11,b12,b13,b14,b15,b16,b17,b18,b21,b22,b23,b24,b25,b26,b27,b28,b31,b32,b33,b34,b35,b36,b37,b38,b41,b42,b43,b44,b45,b46,b47,b48,b51,b52,b53,b54,b55,b56,b57,b58,b61,b62,b63,b64,b65,b66,b67,b68,b71,b72,b73,b74,b75,b76,b77,b78,b81,b82,b83,b84,b85,b86,b87,b88,Score,Joint,Is_there,where_x,where_y,Is_there_LEAD,Ac_Score,Norm_Score,Joint_LAG1,Category,indice,Cambio,ScoreLEAD,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Similarity,Score_LAG1,Norm_Score_LAG1,Consistency_LEAD1,Dif_consist_LAG1,Category_LAG1,RegionGo,RegionGo2,Similarity_LAG1
1910,359-904,51,359-904PL2,Absent,22030,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0,6,Unicorn_Absent,-1,-1,Unicorn_Absent,660,0.9625,5.0,RS,1910,0,31.0,8,0.08333333333333333,46,0.5572916666666666,0.625,0.1891891891891892,27.0,0.96875,0.0,0.873015873015873,RS,RS,NOTHING,0.1388888888888889
1911,359-904,52,359-904PL2,Absent,29135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.0,1,Unicorn_Absent,-1,-1,Unicorn_Absent,691,0.99375,6.0,RS,1911,0,32.0,1,0.0,64,0.6875,0.984375,0.03125,26.0,0.9625,0.0,0.5572916666666666,RS,NOTHING,RS,0.1891891891891892
1914,359-904,55,359-904PL2,Absent,25072,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,18,0,0,0,0,16,0,17,0,19,0,10,0,20,21,0,23,0,2,0,3,0,0,8,0,9,0,24,0,4,0,0,22,0,13,1,0,15,0,27,7,0,14,0,0,12,0,0,26,28,29,0,11,0,0,0,25,0,6,0,0,0,5,27.0,5,Unicorn_Absent,-1,-1,Unicorn_Absent,781,0.96875,1.0,RS,1914,0,28.0,29,0.0,40,0.23333333333333334,0.546875,0.453125,,0.99375,0.453125,0.90625,RS,ALL,RS,0.03125
1929,379-897,10,379-897PL1,Absent,22845,1,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,1,1,1,0,1,1,14,0,13,0,0,0,4,0,0,3,0,0,32,33,34,35,0,0,0,0,31,0,0,0,15,7,0,0,0,29,12,0,0,0,0,6,0,5,27,25,16,8,0,0,0,0,1,23,0,0,19,20,0,21,22,0,17,0,18,2,11,0,10,9,21.0,11,Unicorn_Absent,-1,-1,Unicorn_Absent,-37,0.93125,1.0,RS,1929,0,22.0,31,0.13513513513513514,37,0.051801801801801814,0.40625,0.484375,,0.99375,0.4418604651162791,0.06666666666666665,RS,RS,RS,0.171875
1930,379-897,11,379-897PL1,Absent,21010,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,8,0,0,7,0,6,0,0,0,29,30,31,32,33,34,36,0,0,0,12,17,18,0,13,0,28,5,0,0,19,20,0,0,0,27,0,0,1,14,21,9,0,15,26,0,24,0,22,0,0,0,0,0,0,11,0,10,0,0,0,3,0,4,0,22.0,10,Unicorn_Absent,-1,-1,Unicorn_Absent,-15,0.9375,11.0,RS,1930,0,24.0,31,0.4418604651162791,39,0.31282820705176295,0.453125,0.484375,21.0,0.93125,0.2558139534883721,0.051801801801801814,RS,RS,RS,0.484375
1931,379-897,12,379-897PL1,Absent,18016,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,7,0,0,0,0,18,5,0,0,0,6,0,0,0,0,16,0,0,4,0,0,0,15,1,0,14,0,0,13,0,0,0,8,0,0,22,0,23,24,0,0,21,0,0,9,0,0,17,0,3,0,12,0,0,0,0,20,19,11,0,0,0,10,0,24.0,8,Unicorn_Absent,-1,-1,Unicorn_Absent,9,0.95,10.0,RS,1931,0,25.0,23,0.2558139534883721,44,0.014456316781898182,0.5625,0.359375,22.0,0.9375,0.2727272727272727,0.31282820705176295,RS,RS,RS,0.484375
1932,379-897,13,379-897PL1,Absent,12008,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,20,19,0,18,0,0,17,0,0,15,0,0,0,16,0,3,0,0,5,0,14,0,0,0,0,2,0,10,0,0,0,0,9,13,0,0,0,1,0,0,0,0,0,0,4,7,11,0,0,0,0,0,0,0,0,0,0,0,8,0,0,12,0,0,25.0,7,Unicorn_Absent,-1,-1,Unicorn_Absent,34,0.95625,8.0,RS,1932,0,25.0,19,0.2727272727272727,34,0.05844155844155843,0.421875,0.296875,24.0,0.95,0.17647058823529413,0.014456316781898182,RS,RS,RS,0.359375
1939,379-897,20,379-897PL1,Absent,10375,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,13,0,14,0,0,0,0,11,0,3,0,15,0,22,23,0,0,0,16,0,0,0,0,8,0,24,0,9,0,18,17,0,1,0,0,4,0,6,0,0,0,0,0,0,0,21,0,19,5,0,0,0,20.0,12,Unicorn_Absent,-1,-1,Unicorn_Absent,118,0.925,5.0,RS,1939,0,25.0,20,0.20689655172413793,38,0.07217321571772253,0.40625,0.3333333333333333,,0.96875,0.10810810810810811,0.1031055900621118,RS,RS,RS,0.24390243902439024
1940,379-897,21,379-897PL1,Absent,9046,0,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,21,22,0,10,11,12,0,20,9,1,8,0,0,0,0,19,0,0,0,0,7,0,0,0,0,0,2,0,0,13,0,3,0,0,0,0,6,0,0,18,0,0,0,0,0,0,0,0,4,0,5,0,0,14,0,17,0,0,0,0,0,15,25.0,7,Unicorn_Absent,-1,-1,Unicorn_Absent,143,0.95625,12.0,RS,1940,0,23.0,21,0.10810810810810811,33,0.1813655761024182,0.40625,0.328125,20.0,0.925,0.13513513513513514,0.07217321571772253,RS,RS,RS,0.3333333333333333
1941,379-897,22,379-897PL1,Absent,9302,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,6,0,0,23,9,22,0,10,0,21,0,0,0,3,0,0,7,0,0,0,0,18,0,11,0,20,0,0,13,0,12,0,0,19,0,17,1,14,0,0,0,0,0,16,0,0,0,15,0,0,23.0,9,Unicorn_Absent,-1,-1,Unicorn_Absent,166,0.94375,7.0,RS,1941,0,21.0,21,0.13513513513513514,33,0.07698607698607698,0.375,0.328125,25.0,0.95625,0.24242424242424243,0.1813655761024182,RS,RS,RS,0.328125
1942,379-897,23,379-897PL1,Absent,8031,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,10,9,0,8,0,7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,20,11,0,2,3,15,0,16,0,0,0,0,14,0,17,0,0,19,0,0,0,0,13,5,0,0,0,0,1,0,12,0,0,0,18,0,0,0,0,0,0,21.0,11,Unicorn_Absent,-1,-1,Unicorn_Absent,187,0.93125,9.0,RS,1942,0,23.0,20,0.24242424242424243,44,0.12342941611234293,0.515625,0.3125,23.0,0.94375,0.13513513513513514,0.07698607698607698,RS,RS,RS,0.328125
1943,379-897,24,379-897PL1,Absent,8709,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,22,0,0,0,21,0,12,13,0,23,14,0,20,3,0,0,0,0,0,0,0,0,0,0,2,8,0,15,0,7,0,0,0,0,16,0,19,11,0,1,0,9,0,0,0,0,17,0,6,0,0,0,0,18,10,0,0,0,0,5,23.0,9,Unicorn_Absent,-1,-1,Unicorn_Absent,210,0.94375,11.0,RS,1943,0,22.0,22,0.13513513513513514,42,0.1709873138444567,0.515625,0.34375,21.0,0.93125,0.1935483870967742,0.12342941611234293,RS,RS,RS,0.3125
1948,379-897,29,379-897PL1,Absent,7413,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,8,0,0,6,5,0,0,10,0,7,0,0,0,0,0,0,0,16,0,0,17,4,0,0,0,0,15,1,0,0,0,0,0,2,0,0,0,14,0,11,0,3,0,0,0,0,0,12,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,25.0,7,Unicorn_Absent,-1,-1,Unicorn_Absent,332,0.95625,0.0,RS,1948,0,32.0,17,0.18518518518518517,27,0.18518518518518517,0.3125,0.2894736842105263,,1.0,0.0,0.10892857142857143,RS,NOTHING,NOTHING,0.24390243902439024
1962,379-897,43,379-897PL1,Absent,12456,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,30,29,28,27,0,0,26,0,31,0,0,4,0,0,0,25,32,5,0,0,0,0,3,0,33,0,0,0,24,14,0,0,0,17,16,1,19,18,0,13,34,0,0,20,0,11,12,0,35,0,0,0,6,0,7,0,0,9,0,21,0,23,0,22,15.0,17,Unicorn_Absent,-1,-1,Unicorn_Absent,441,0.89375,2.0,RS,1962,0,22.0,31,0.28888888888888886,42,0.13737373737373734,0.390625,0.484375,,0.9875,0.16326530612244897,0.04545454545454544,RS,RS,RS,0.421875
1963,379-897,44,379-897PL1,Absent,9942,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,14,15,16,18,12,13,5,26,0,6,0,0,0,0,0,4,27,0,0,19,0,0,0,0,0,3,0,20,0,0,0,8,0,2,0,21,0,25,0,0,0,0,0,22,0,24,28,1,0,9,0,0,0,0,11,23,10,0,0,0,22.0,10,Unicorn_Absent,-1,-1,Unicorn_Absent,463,0.9375,17.0,RS,1963,0,9.0,26,0.16326530612244897,40,0.018552875695732857,0.46875,0.40625,15.0,0.89375,0.40425531914893614,0.13737373737373734,RS,RS,RS,0.484375
1971,379-897,52,379-897PL1,Absent,16967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1,Unicorn_Absent,482,1.0,1.0,NOTHING,1971,0,32.0,0,0.0,37,0.32075471698113206,0.578125,1.0,,0.99375,1.0,0.1865079365079365,RS,NOTHING,NOTHING,0.03571428571428571
1989,379-897,10,379-897PL2,Absent,12984,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,11,0,0,10,0,5,0,0,0,0,0,0,18,0,0,0,0,4,0,0,0,17,0,0,0,0,0,3,16,0,0,7,12,0,0,0,0,0,0,0,13,0,15,0,2,0,0,9,14,0,0,0,1,0,8,0,21.0,11,Unicorn_Absent,-1,-1,Unicorn_Absent,-133,0.93125,1.0,RS,1989,0,22.0,17,0.08333333333333333,37,0.051801801801801814,0.40625,0.2894736842105263,,0.99375,0.12903225806451613,0.06666666666666665,RS,RS,RS,0.17142857142857143
1990,379-897,11,379-897PL2,Absent,12759,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,11,0,0,0,0,0,10,0,0,0,3,16,2,9,0,0,0,12,0,0,0,0,0,6,0,0,0,17,8,7,0,0,13,0,0,18,0,0,14,0,0,0,0,0,1,0,0,0,0,5,0,15,0,0,0,4,0,0,0,22.0,10,Unicorn_Absent,-1,-1,Unicorn_Absent,-111,0.9375,11.0,RS,1990,0,24.0,18,0.12903225806451613,39,0.31282820705176295,0.453125,0.28205128205128205,21.0,0.93125,0.2702702702702703,0.051801801801801814,RS,RS,RS,0.2894736842105263
1991,379-897,12,379-897PL2,Absent,19007,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,16,0,7,17,0,0,0,12,0,13,0,0,8,27,15,14,29,28,30,18,26,0,10,24,0,9,0,25,0,2,0,0,23,0,3,0,0,0,6,4,0,0,0,0,19,0,0,0,22,21,20,0,0,0,5,0,0,0,0,1,0,0,24.0,8,Unicorn_Absent,-1,-1,Unicorn_Absent,-87,0.95,10.0,RS,1991,0,25.0,29,0.2702702702702703,44,0.014456316781898182,0.5625,0.453125,22.0,0.9375,0.21428571428571427,0.31282820705176295,RS,RS,RS,0.28205128205128205
1992,379-897,13,379-897PL2,Absent,9758,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,16,0,0,0,6,15,0,7,0,17,0,0,0,14,0,0,0,8,0,0,0,0,0,0,23,0,0,5,0,4,11,0,10,9,0,0,0,0,22,0,3,0,18,0,13,0,21,0,2,0,0,0,0,1,0,0,20,19,0,25.0,7,Unicorn_Absent,-1,-1,Unicorn_Absent,-62,0.95625,8.0,RS,1992,0,25.0,22,0.21428571428571427,34,0.05844155844155843,0.421875,0.38095238095238093,24.0,0.95,0.16216216216216217,0.014456316781898182,RS,RS,RS,0.453125
1999,379-897,20,379-897PL2,Absent,11687,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,21,0,0,0,0,0,19,20,0,5,0,22,0,30,29,0,4,0,6,0,0,31,32,3,0,0,0,0,0,18,28,27,0,26,7,24,0,17,2,0,9,0,25,0,0,0,1,0,10,0,13,0,0,0,16,15,0,14,11,0,12,20.0,12,Unicorn_Absent,-1,-1,Unicorn_Absent,-74,0.925,5.0,RS,1999,0,25.0,30,0.27906976744186046,38,0.07217321571772253,0.40625,0.46875,,0.96875,0.2894736842105263,0.1031055900621118,RS,RS,RS,0.4186046511627907
2000,379-897,21,379-897PL2,Absent,8412,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,19,0,0,0,15,0,0,20,0,0,5,6,0,0,0,0,4,21,0,7,0,14,0,0,0,22,0,0,0,0,0,23,3,0,0,12,13,0,0,0,0,1,0,11,0,10,0,0,24,0,0,0,0,0,0,25.0,7,Unicorn_Absent,-1,-1,Unicorn_Absent,-49,0.95625,12.0,RS,2000,0,23.0,19,0.2894736842105263,33,0.1813655761024182,0.40625,0.375,20.0,0.925,0.21212121212121213,0.07217321571772253,RS,RS,RS,0.46875
2001,379-897,22,379-897PL2,Absent,8000,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,11,12,0,0,0,10,0,0,0,0,0,0,9,0,0,0,5,0,0,0,0,0,0,4,0,13,0,8,0,3,0,0,0,0,0,0,2,7,0,0,6,0,0,18,21,0,17,0,0,14,0,20,22,1,16,0,15,0,0,23.0,9,Unicorn_Absent,-1,-1,Unicorn_Absent,-26,0.94375,7.0,RS,2001,0,21.0,21,0.21212121212121213,33,0.07698607698607698,0.375,0.358974358974359,25.0,0.95625,0.36585365853658536,0.1813655761024182,RS,RS,RS,0.375
2002,379-897,23,379-897PL2,Absent,12208,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,20,0,0,27,26,25,0,21,0,19,0,28,4,0,0,0,6,0,18,30,3,24,0,22,0,0,17,36,0,32,34,33,7,0,0,2,37,9,8,0,0,0,16,1,38,10,0,0,12,13,0,40,39,0,11,0,0,14,15,21.0,11,Unicorn_Absent,-1,-1,Unicorn_Absent,-5,0.93125,9.0,RS,2002,0,23.0,35,0.36585365853658536,44,0.12342941611234293,0.515625,0.546875,23.0,0.94375,0.30612244897959184,0.07698607698607698,RS,RS,RS,0.358974358974359
2003,379-897,24,379-897PL2,Absent,10871,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,26,3,0,5,0,6,25,0,27,2,0,0,0,24,0,7,28,0,0,0,23,0,0,0,29,0,11,10,0,9,8,0,30,0,13,0,22,15,0,0,31,0,14,0,21,0,16,17,18,0,0,1,0,20,19,0,0,23.0,9,Unicorn_Absent,-1,-1,Unicorn_Absent,18,0.94375,11.0,RS,2003,0,22.0,29,0.30612244897959184,42,0.1709873138444567,0.515625,0.453125,21.0,0.93125,0.3541666666666667,0.12342941611234293,RS,RS,RS,0.546875
2008,379-897,29,379-897PL2,Absent,5880,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,10,0,11,0,12,0,13,0,0,0,0,0,0,0,0,0,0,9,0,0,0,5,14,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,3,8,17,16,0,15,0,1,0,0,0,0,7,0,0,0,18,0,0,0,0,0,25.0,7,Unicorn_Absent,-1,-1,Unicorn_Absent,140,0.95625,0.0,RS,2008,0,32.0,17,0.0,27,0.18518518518518517,0.3125,0.265625,,1.0,0.23076923076923078,0.10892857142857143,RS,RS,RS,0.125
2022,379-897,43,379-897PL2,Absent,10920,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,7,0,0,8,0,0,0,6,0,0,5,0,0,0,0,0,14,0,0,0,9,4,0,13,0,29,28,15,10,0,0,0,12,30,0,3,0,0,19,25,26,0,0,27,0,18,0,24,2,31,17,0,0,20,0,23,22,0,0,21,0,0,0,15.0,17,Unicorn_Absent,-1,-1,Unicorn_Absent,249,0.89375,2.0,RS,2022,0,22.0,28,0.15151515151515152,42,0.13737373737373734,0.390625,0.4375,,0.9875,0.18181818181818182,0.04545454545454544,RS,RS,RS,0.22580645161290322
2023,379-897,44,379-897PL2,Absent,11311,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,23,0,0,0,0,0,0,21,0,0,22,0,4,0,0,0,0,24,3,0,0,5,0,0,0,0,0,0,0,6,0,20,26,2,0,11,0,0,0,19,0,0,28,0,12,13,0,18,0,9,0,0,8,14,0,17,31,0,30,0,0,0,16,0,22.0,10,Unicorn_Absent,-1,-1,Unicorn_Absent,271,0.9375,17.0,RS,2023,0,9.0,24,0.18181818181818182,40,0.018552875695732857,0.46875,0.375,15.0,0.89375,0.2391304347826087,0.13737373737373734,RS,RS,RS,0.4375
2031,379-897,52,379-897PL2,Absent,15891,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,10,12,37,0,35,0,34,33,0,9,0,0,0,13,0,0,46,8,0,39,14,0,0,32,47,0,7,41,15,0,0,30,0,6,43,42,23,16,0,0,49,44,0,22,0,24,18,29,50,0,3,20,19,25,0,0,52,2,0,0,0,0,0,27,32.0,0,Unicorn_Absent,-1,-1,Unicorn_Absent,290,1.0,1.0,RS,2031,0,32.0,37,0.32075471698113206,37,0.32075471698113206,0.578125,0.578125,,0.99375,0.4,0.1865079365079365,RS,RS,RS,0.515625
2041,416-710,2,416-710PL1,Absent,32897,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,66,67,23,43,40,39,38,65,25,26,6,41,42,22,44,61,27,28,29,32,7,36,37,5,63,8,33,31,34,35,11,15,14,62,30,13,3,21,45,60,57,4,2,9,52,20,46,59,17,56,53,19,51,10,47,64,58,55,18,54,1,50,49,24.0,8,Unicorn_Absent,-1,-1,Unicorn_Absent,40,0.95,16.0,ALL,2041,0,32.0,64,0.984375,64,0.5726102941176471,0.875,1.0,,0.9,1.0,,RS,ALL,ALL,0.984375
2042,416-710,3,416-710PL1,Absent,34371,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,45,44,43,47,42,41,40,53,34,46,35,48,37,38,39,52,59,33,54,49,50,51,24,23,60,58,55,30,32,29,22,19,62,57,56,28,27,26,20,18,63,64,13,31,14,15,17,21,66,65,9,10,6,16,5,11,67,1,8,7,2,3,4,12,32.0,0,Unicorn_Absent,-1,-1,Unicorn_Absent,72,1.0,8.0,ALL,2042,0,20.0,64,1.0,64,1.0,1.0,1.0,24.0,0.95,1.0,0.5726102941176471,ALL,ALL,RS,1.0
2045,416-710,6,416-710PL1,Absent,23584,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,69,70,12,50,49,51,52,53,68,71,73,48,47,10,45,43,76,75,72,19,20,21,46,41,65,8,24,23,16,22,18,40,64,25,77,28,29,17,39,35,78,26,27,7,30,6,36,38,61,60,59,57,31,32,34,5,1,2,3,58,56,4,55,54,21.0,11,Unicorn_Absent,-1,-1,Unicorn_Absent,131,0.93125,14.0,ALL,2045,0,19.0,64,0.9375,64,0.6875,0.828125,1.0,,0.9125,1.0,0.6994047619047619,RS,ALL,RS,0.9375
2046,416-710,7,416-710PL1,Absent,23951,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,84,64,63,44,43,40,39,38,83,65,7,8,45,41,9,10,82,67,6,46,15,13,11,37,81,68,62,48,16,4,34,32,80,70,60,49,19,20,35,31,79,72,59,51,18,22,3,30,78,73,58,53,2,24,27,36,76,74,56,54,55,25,26,28,19.0,13,Unicorn_Absent,-1,-1,Unicorn_Absent,150,0.91875,11.0,ALL,2046,0,20.0,64,1.0,64,0.9090909090909091,0.796875,1.0,21.0,0.93125,0.984375,0.6875,ALL,RS,RS,1.0
