index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,b11,b12,b13,b14,b15,b16,b17,b18,b21,b22,b23,b24,b25,b26,b27,b28,b31,b32,b33,b34,b35,b36,b37,b38,b41,b42,b43,b44,b45,b46,b47,b48,b51,b52,b53,b54,b55,b56,b57,b58,b61,b62,b63,b64,b65,b66,b67,b68,b71,b72,b73,b74,b75,b76,b77,b78,b81,b82,b83,b84,b85,b86,b87,b88,Score,Joint,Is_there,where_x,where_y,Is_there_LEAD,Ac_Score,Norm_Score,Joint_LAG1,Category,indice,Cambio,ScoreLEAD,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Similarity,Score_LAG1,Norm_Score_LAG1,Consistency_LEAD1,Dif_consist_LAG1,Category_LAG1,RegionGo,RegionGo2,Similarity_LAG1
4844,825-534,45,825-534PL1,Absent,13622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,7,8,31,9,11,3,35,33,40,32,29,30,13,2,36,37,39,24,28,26,14,1,22,20,19,23,18,17,16,32.0,0,Unicorn_Absent,-1,-1,Unicorn_Absent,1150,1.0,0.0,BOTTOM,4844,0,32.0,32,1.0,64,0.0,1.0,1.0,32.0,1.0,1.0,0.0625,BOTTOM,BOTTOM,RS,1.0
4850,825-534,51,825-534PL1,Absent,15745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19,20,21,22,23,24,25,4,7,17,16,31,29,43,27,3,8,11,12,32,13,41,38,2,9,10,34,35,42,37,40,32.0,0,Unicorn_Absent,-1,-1,Unicorn_Absent,1342,1.0,0.0,BOTTOM,4850,0,32.0,32,0.59375,64,0.09375,1.0,1.0,,1.0,1.0,0.09375,RS,BOTTOM,BOTTOM,0.59375
4851,825-534,52,825-534PL1,Absent,18169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,29,11,40,41,13,42,6,8,28,30,31,32,34,14,1,5,27,39,37,36,35,16,2,3,26,25,23,21,20,18,32.0,0,Unicorn_Absent,-1,-1,Unicorn_Absent,1374,1.0,0.0,BOTTOM,4851,0,32.0,32,1.0,64,0.0,1.0,1.0,32.0,1.0,1.0,0.09375,BOTTOM,BOTTOM,BOTTOM,1.0
4857,825-534,58,825-534PL1,Absent,14753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,9,10,11,12,13,15,5,22,20,23,24,25,26,27,34,35,48,46,45,50,44,29,37,38,39,40,41,42,43,30,32.0,0,Unicorn_Absent,-1,-1,Unicorn_Absent,1566,1.0,0.0,BOTTOM,4857,0,32.0,32,1.0,64,0.0,1.0,1.0,,1.0,1.0,0.0,BOTTOM,BOTTOM,BOTTOM,1.0
4858,825-534,59,825-534PL1,Absent,13718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,20,21,23,24,25,15,1,4,19,18,17,27,16,14,5,6,8,29,9,28,11,12,31,32,34,35,36,37,40,42,32.0,0,Unicorn_Absent,-1,-1,Unicorn_Absent,1598,1.0,0.0,BOTTOM,4858,0,32.0,32,1.0,64,0.0,1.0,1.0,32.0,1.0,1.0,0.0,BOTTOM,BOTTOM,,1.0
4862,825-534,3,825-534PL2,Absent,33243,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,2,3,4,5,6,7,8,16,15,14,13,12,11,10,9,17,18,19,20,21,22,24,25,47,46,45,30,29,28,27,26,48,40,39,0,0,0,38,31,41,42,0,0,0,37,0,32,44,43,0,0,0,36,35,33,0,0,0,0,0,0,0,34,13.0,19,Unicorn_Absent,-1,-1,Unicorn_Absent,6,0.88125,7.0,RS,4862,0,-10.0,47,0.7166666666666667,64,0.37456140350877193,0.703125,0.734375,,0.95625,0.7142857142857143,0.640625,RS,RS,RS,0.875
4863,825-534,4,825-534PL2,Absent,39211,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,5,6,7,8,43,14,13,12,11,10,9,27,42,15,16,17,18,19,20,26,41,44,46,49,50,22,21,25,40,45,47,51,52,53,23,24,0,0,0,39,55,54,28,29,61,60,38,37,36,35,30,31,48,59,58,57,56,34,33,32,-10.0,42,Unicorn_Absent,-1,-1,Unicorn_Absent,-4,0.7375,19.0,RS,4863,0,21.0,61,0.7142857142857143,63,0.11428571428571432,0.328125,0.953125,13.0,0.88125,0.639344262295082,0.37456140350877193,RS,RS,RS,0.734375
4872,825-534,13,825-534PL2,Absent,15950,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,3,5,6,7,8,16,15,14,13,12,11,10,9,17,18,19,20,21,22,23,24,32,31,30,29,28,27,26,25,33,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.0,2,Unicorn_Absent,-1,-1,Unicorn_Absent,260,0.9875,0.0,RS,4872,0,30.0,34,0.9411764705882353,62,0.09742647058823528,0.9375,0.9411764705882353,,1.0,0.9117647058823529,0.1724137931034483,TOP,RS,RS,1.0
4873,825-534,14,825-534PL2,Absent,18828,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,7,8,16,15,14,13,12,11,10,9,17,19,18,20,22,21,23,24,0,32,31,30,29,28,26,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.0,2,Unicorn_Absent,-1,-1,Unicorn_Absent,290,0.9875,2.0,RS,4873,0,29.0,31,0.9117647058823529,63,0.02941176470588236,0.953125,0.96875,30.0,0.9875,0.9375,0.09742647058823528,RS,RS,RS,0.9411764705882353
4879,825-534,20,825-534PL2,Absent,15111,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,7,8,16,15,14,13,12,11,10,9,17,18,19,20,21,22,23,24,32,31,30,29,27,28,26,25,33,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0,5,Unicorn_Absent,-1,-1,Unicorn_Absent,470,0.96875,1.0,RS,4879,0,28.0,34,0.918918918918919,64,0.11891891891891893,0.921875,0.9411764705882353,,0.99375,0.9705882352941176,0.008166969147005432,RS,RS,RS,0.8648648648648649
4880,825-534,21,825-534PL2,Absent,17672,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,7,8,9,16,17,15,14,13,12,11,10,18,19,20,21,22,23,24,25,33,32,31,30,29,28,27,26,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0,4,Unicorn_Absent,-1,-1,Unicorn_Absent,498,0.975,5.0,RS,4880,0,29.0,33,0.9705882352941176,64,0.12848297213622295,0.9375,0.9696969696969697,27.0,0.96875,0.9090909090909091,0.11891891891891893,RS,RS,RS,0.9411764705882353
4891,825-534,32,825-534PL2,Absent,15473,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,7,8,16,15,14,13,12,11,10,9,17,18,19,20,21,22,23,24,32,31,30,29,28,27,26,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0,3,Unicorn_Absent,-1,-1,Unicorn_Absent,838,0.98125,0.0,TOP,4891,0,28.0,32,0.84375,64,0.07232142857142854,0.953125,1.0,,1.0,0.96875,0.1792114695340501,RS,RS,RS,0.84375
4894,825-534,35,825-534PL2,Absent,16200,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,7,8,9,17,16,15,14,13,11,12,10,18,19,20,21,22,23,24,25,33,32,31,30,29,28,27,26,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.0,1,Unicorn_Absent,-1,-1,Unicorn_Absent,929,0.99375,0.0,RS,4894,0,31.0,33,0.5757575757575758,64,0.1070075757575758,0.984375,0.9696969696969697,,1.0,1.0,0.2074978204010462,RS,RS,RS,0.59375
4895,825-534,36,825-534PL2,Absent,14775,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,7,8,16,15,14,13,12,11,10,9,17,18,19,20,21,22,23,24,32,31,30,28,29,27,26,25,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.0,1,Unicorn_Absent,-1,-1,Unicorn_Absent,960,0.99375,1.0,RS,4895,0,31.0,33,1.0,64,0.0,0.984375,0.9696969696969697,31.0,0.99375,1.0,0.1070075757575758,RS,RS,RS,0.9696969696969697
4896,825-534,37,825-534PL2,Absent,17342,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,7,8,16,15,13,14,12,11,10,9,17,18,19,20,21,22,23,24,32,31,30,29,28,27,26,25,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.0,1,Unicorn_Absent,-1,-1,Unicorn_Absent,991,0.99375,1.0,RS,4896,0,31.0,33,1.0,64,0.0,0.984375,0.9696969696969697,31.0,0.99375,1.0,0.0,RS,RS,TOP,0.9696969696969697
4897,825-534,38,825-534PL2,Absent,15896,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,7,6,8,9,17,16,14,15,13,12,11,10,18,19,20,21,22,23,24,25,33,32,31,30,29,28,27,26,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.0,1,Unicorn_Absent,-1,-1,Unicorn_Absent,1022,0.99375,1.0,RS,4897,0,32.0,33,1.0,64,0.0,0.984375,0.9696969696969697,31.0,0.99375,0.9696969696969697,0.0,RS,TOP,TOP,0.9696969696969697
4898,825-534,39,825-534PL2,Absent,14705,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,4,5,6,7,8,16,15,14,13,12,11,10,9,17,18,19,20,21,22,23,24,32,31,30,29,28,27,26,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1,Unicorn_Absent,1054,1.0,1.0,TOP,4898,0,32.0,32,0.9696969696969697,64,0.030303030303030276,1.0,1.0,31.0,0.99375,1.0,0.0,RS,TOP,RS,0.9696969696969697
4903,825-534,44,825-534PL2,Absent,15878,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,7,6,8,16,15,14,13,12,11,10,9,17,18,19,20,21,22,23,24,33,32,31,30,29,28,26,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1,Unicorn_Absent,1214,1.0,0.0,TOP,4903,0,32.0,32,0.9375,64,0.0625,1.0,1.0,,1.0,1.0,0.09677419354838712,RS,TOP,TOP,0.9375
4904,825-534,45,825-534PL2,Absent,12896,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,7,8,16,15,14,13,12,11,10,9,17,18,19,20,21,22,23,24,32,31,30,29,28,27,26,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1,Unicorn_Absent,1246,1.0,0.0,TOP,4904,0,32.0,32,1.0,64,0.0,1.0,1.0,32.0,1.0,1.0,0.0625,TOP,TOP,RS,1.0
4910,825-534,51,825-534PL2,Absent,16476,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,7,8,15,16,14,13,12,11,10,9,17,18,20,19,21,22,23,24,32,31,30,29,28,27,26,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1,Unicorn_Absent,1438,1.0,0.0,TOP,4910,0,32.0,32,0.6875,64,0.09375,1.0,1.0,,1.0,1.0,0.09375,RS,TOP,TOP,0.6875
4911,825-534,52,825-534PL2,Absent,16779,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,7,8,16,15,14,13,12,11,10,9,17,18,19,20,21,22,23,24,32,31,30,29,28,27,26,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1,Unicorn_Absent,1470,1.0,0.0,TOP,4911,0,32.0,32,1.0,64,0.0,1.0,1.0,32.0,1.0,1.0,0.09375,TOP,TOP,RS,1.0
4917,825-534,58,825-534PL2,Absent,14187,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,7,8,16,15,14,13,12,11,10,9,17,19,20,21,22,23,24,25,33,32,31,30,29,28,27,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1,Unicorn_Absent,1662,1.0,0.0,TOP,4917,0,32.0,32,1.0,64,0.0,1.0,1.0,,1.0,1.0,0.0,TOP,TOP,TOP,1.0
4918,825-534,59,825-534PL2,Absent,13784,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,7,8,17,16,15,13,14,11,10,9,18,19,20,21,23,24,25,26,34,33,32,31,30,29,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1,Unicorn_Absent,1694,1.0,0.0,TOP,4918,0,32.0,32,1.0,64,0.0,1.0,1.0,32.0,1.0,1.0,0.0,TOP,TOP,,1.0
4921,880-349,2,880-349PL1,Absent,4523,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1,Unicorn_Absent,63,1.0,1.0,RS,4921,0,32.0,1,0.0,4,0.0,0.0625,0.03571428571428571,,0.99375,0.0,,RS,RS,RS,0.03125
4922,880-349,3,880-349PL1,Absent,7309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1,Unicorn_Absent,95,1.0,0.0,RS,4922,0,32.0,1,0.0,4,0.0,0.0625,0.03125,32.0,1.0,0.0,0.0,RS,RS,RS,0.03571428571428571
4923,880-349,4,880-349PL1,Absent,4420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1,Unicorn_Absent,127,1.0,0.0,RS,4923,0,32.0,1,0.0,2,0.0,0.03125,0.03125,32.0,1.0,0.0,0.0,RS,RS,RS,0.03125
4924,880-349,5,880-349PL1,Absent,4306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1,Unicorn_Absent,159,1.0,0.0,RS,4924,0,32.0,1,0.0,2,0.0,0.03125,0.03125,32.0,1.0,0.0,0.0,RS,RS,RS,0.03125
4929,880-349,10,880-349PL1,Absent,6296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1,Unicorn_Absent,31,1.0,0.0,RS,4929,0,32.0,1,0.0,10,0.09090909090909091,0.15625,0.03125,,0.4,0.0,0.2,RS,RS,RS,0.03125
4930,880-349,11,880-349PL1,Absent,4957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1,Unicorn_Absent,63,1.0,0.0,RS,4930,0,32.0,1,0.0,5,0.18181818181818182,0.078125,0.03125,32.0,1.0,0.0,0.09090909090909091,RS,RS,RS,0.03125
4931,880-349,12,880-349PL1,Absent,4154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1,Unicorn_Absent,95,1.0,0.0,RS,4931,0,32.0,1,0.0,3,0.2,0.046875,0.03125,32.0,1.0,0.0,0.18181818181818182,RS,RS,RS,0.03125
4932,880-349,13,880-349PL1,Absent,3583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1,Unicorn_Absent,127,1.0,0.0,RS,4932,0,32.0,1,0.0,3,0.3333333333333333,0.046875,0.03125,32.0,1.0,0.0,0.2,RS,RS,RS,0.03125
4933,880-349,14,880-349PL1,Absent,5126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1,Unicorn_Absent,159,1.0,0.0,RS,4933,0,32.0,1,0.0,3,0.3333333333333333,0.046875,0.03125,32.0,1.0,0.0,0.3333333333333333,RS,RS,RS,0.03125
4934,880-349,15,880-349PL1,Absent,6192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1,Unicorn_Absent,191,1.0,0.0,RS,4934,0,32.0,1,0.0,3,0.0,0.046875,0.03125,32.0,1.0,0.0,0.3333333333333333,RS,RS,RS,0.03125
